pkt_rate,byte_rate,entropy,label
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
612,59864,0.7655191268964437,1
848,83104,0.8381284496457975,1
914,89572,0.6691381964294584,1
1053,103194,0.750230522677686,1
1111,108878,0.730485253398936,1
888,87024,0.8165889486941611,1
1001,98098,0.7274873474533534,1
925,90650,0.7471271700009102,1
1203,117894,0.6934565995759762,1
1045,102410,0.7424875695421236,1
1334,130732,0.6847772503935354,1
945,92610,0.6025097274659914,1
702,68796,0.8146472645278225,1
546,53508,0.8655298409645152,1
853,83594,0.6413305155793163,1
800,78400,0.932946742340417,1
589,57722,0.9751530447248357,1
1014,99372,0.7759080293465888,1
992,97216,0.8096764670029934,1
578,56644,0.8363038831895866,1
352,34496,0.9256859869821299,1
481,47138,0.8976572285949772,1
486,47628,0.8437582063121658,1
858,84084,0.7110750146423739,1
578,56644,0.9941536756220137,1
464,45472,0.9886994082884974,1
629,61642,0.960234946465893,1
372,36456,0.9728063221185,1
398,39004,0.8249209977964465,1
418,40964,0.8859197062283093,1
699,68502,0.9695958666514194,1
669,65562,0.974668101559478,1
511,50078,0.7994382321786011,1
449,44002,0.8562991293355184,1
481,47138,0.8388572299032468,1
456,44688,0.8181559928454063,1
456,44688,0.8006832345825704,1
464,45472,0.8343249435026383,1
351,34398,0.876716288999464,1
515,50470,0.9542549464479668,1
492,48216,0.9711878874806601,1
480,47040,0.9967916319816366,1
676,66248,0.9384798674230359,1
801,78498,0.6930655908262824,1
459,44982,0.9633648386336358,1
417,40866,0.9275908830597858,1
520,50960,0.8290590693996658,1
392,38416,0.9402859586706311,1
491,48118,0.8780303020517789,1
681,66738,0.9437023091814509,1
694,68012,0.9234888409504327,1
710,69580,0.9592269748527185,1
556,54488,0.945395957174508,1
546,53508,0.9236926081326977,1
593,58114,0.9332370018177754,1
585,57330,0.9854301380126862,1
467,45766,0.9168616624023207,1
566,55468,0.9079570179498357,1
795,77910,0.8057493735339021,1
771,75558,0.9483845811055516,1
594,58212,0.8967550157663146,1
781,76538,0.9853795755874646,1
601,58898,0.9975521915234189,1
700,68600,0.934068055375491,1
611,59878,0.9267784250415876,1
540,52920,0.9537489878300145,1
561,54978,0.9725945076739398,1
642,62916,0.9623654655619335,1
361,35378,0.9970699164435389,1
450,44100,0.9426831892554922,1
420,41160,0.9206584065028531,1
436,42728,0.9220711208006838,1
437,42826,0.9257354421224564,1
448,43904,0.9219712289417239,1
683,66934,0.8796741637954851,1
509,49882,0.9615434010138282,1
558,54684,0.9303329125140745,1
676,66248,0.9592037719197457,1
385,37730,0.9369343044264239,1
429,42042,0.8420326847612987,1
483,47334,0.9283017014904696,1
689,67522,0.8575778428161145,1
876,85848,0.7689890911593024,1
1061,103978,0.8629425149713231,1
990,97020,0.8136707627209366,1
1237,121226,0.6515842870498876,1
1012,99176,0.7535451841548715,1
1181,115738,0.6827003315784013,1
563,55174,0.8414391477168253,1
633,62034,0.8592117093961497,1
668,65464,0.8930351671143439,1
617,60466,0.8730157048142475,1
1109,108682,0.6157879653079779,1
1211,118678,0.6855022797993586,1
895,87710,0.7821754902618064,1
1094,107212,0.686197415029457,1
952,93296,0.7335379291086666,1
1103,108094,0.7135083797506276,1
859,84182,0.7338712129205635,1
1261,123578,0.6660355183402242,1
742,72716,0.7470612248715953,1
579,56742,0.9843974353837196,1
714,69972,0.9949000853655707,1
787,77126,0.981132985656588,1
749,73402,0.8252518285240411,1
716,70168,0.8068207621968109,1
749,73402,0.9133224331775319,1
677,66346,0.9990161113058208,1
542,53116,0.8994185159446344,1
636,62328,0.9214084384222838,1
604,59192,0.9550419652897739,1
604,59192,0.9574317062242239,1
667,65366,0.8774081692573372,1
568,55664,0.9434404939922281,1
805,78890,0.8204971319085314,1
481,47138,0.8700869586774471,1
408,39984,0.9028826117978825,1
550,53900,0.991398259406648,1
629,61642,0.9977653800350819,1
551,53998,0.9694448837801667,1
495,48510,0.8849636363831528,1
833,81634,0.7661283762956242,1
574,56252,0.8871723027673717,1
692,67816,0.8333887911359896,1
1439,141022,0.6405240185895738,1
970,95060,0.7260326889277329,1
1377,134946,0.6267511370265895,1
795,77910,0.7975414176506948,1
811,79478,0.7998460900493367,1
1080,105840,0.7030184628441032,1
1380,135240,0.5876446142980418,1
1436,140728,0.6446045266890321,1
1177,115346,0.6633294238517049,1
1144,112112,0.6989779242384452,1
680,66640,0.9664865597306315,1
600,58800,0.9279728147199555,1
336,32928,0.9452225112534104,1
824,80752,0.9621176041544006,1
935,91630,0.6955046864304236,1
877,85946,0.697567162206837,1
839,82222,0.8192085590712281,1
907,88886,0.71211902761245,1
1083,106134,0.8259371453378503,1
420,41160,0.8870341576828726,1
562,55076,0.7772039573627914,1
524,51352,0.8688198340267391,1
490,48020,0.837631846464037,1
680,66640,0.7718078249101048,1
508,49784,0.753790656331054,1
776,76048,0.9735997335709041,1
704,68992,0.930986542217188,1
655,64190,0.9663097099832876,1
711,69678,0.9004854334784267,1
556,54488,0.8985786212745628,1
597,58506,0.992455790273888,1
549,53802,0.995148095654003,1
818,80164,0.9537557128146688,1
570,55860,0.9092730127456317,1
713,69874,0.9968632771023866,1
1048,102704,0.7012318653115764,1
567,55566,0.8536180030989176,1
588,57624,0.7975202252205127,1
1204,117992,0.7321083056928068,1
785,76930,0.8246244606436876,1
1167,114366,0.6608510232488645,1
787,77126,0.8350290973114294,1
787,77126,0.8077346874725277,1
963,94374,0.7309726169323241,1
800,78400,0.8012209808507772,1
800,78400,0.7758259004732615,1
1103,108094,0.6524725738240267,1
1211,118678,0.7013159649393499,1
1403,137494,0.6976237329455077,1
867,84966,0.7522121733341474,1
1398,137004,0.6365636177564996,1
1526,149548,0.6570747830781588,1
1239,121422,0.6453161226794177,1
1069,104762,0.707092757794222,1
789,77322,0.7324475682971244,1
868,85064,0.7251421964171214,1
1035,101430,0.689911070334811,1
729,71442,0.7516105842813621,1
1146,112308,0.7387048149988169,1
998,97804,0.7126133182354795,1
1016,99568,0.6694560035516193,1
1112,108976,0.702823978782202,1
1229,120442,0.6670552806464842,1
1153,112994,0.675234021975999,1
756,74088,0.7665878956664565,1
610,59780,0.7504722893206809,1
599,58702,0.7124800855198377,1
667,65366,0.7973265101474423,1
549,53802,0.8274601832010251,1
622,60956,0.968256338387444,1
798,78204,0.990805074832837,1
703,68894,0.998935689757497,1
1104,108192,0.6562938227784835,1
1493,146314,0.6625692393960058,1
886,86828,0.7623870532324479,1
700,68600,0.7575503812616085,1
607,59486,0.7493746202452569,1
1144,112112,0.6783146008994465,1
769,75362,0.7525444650498101,1
842,82516,0.7373307069015793,1
506,49588,0.7590110565612556,1
922,90356,0.7317948713622373,1
619,60662,0.8293194881822017,1
512,50176,0.8490939347372112,1
497,48706,0.8168114277045246,1
464,45472,0.8078443533047881,1
467,45654,0.9489224986246848,1
637,62426,0.6530511340714961,1
774,75852,0.837769869006679,1
715,70070,0.9877614616764616,1
809,79282,0.6891321458896804,1
701,68698,0.978399863686083,1
612,59976,0.9951797910010354,1
557,54586,0.9761503489586034,1
455,44590,0.9355315642388211,1
432,42336,0.8491948796552398,1
595,58310,0.9530295703214786,1
576,56448,0.9450212455423755,1
668,65464,0.952763608634261,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
405,39690,0.9984118149074495,1
335,32830,0.994587540723826,1
0,0,0,1
0,0,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
2,140,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
1,70,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
109,10570,0.9999369937966903,1
638,62524,0.8024668360135336,1
0,0,0,1
0,0,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
1,70,0,1
0,0,0,1
1,107,0,1
0,0,0,1
1,70,0,1
0,0,0,1
1,70,0,1
0,0,0,1
2,140,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
4,280,1.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
3,182,0.0,1
3,182,0.0,1
3,182,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
2,168,0.0,1
2,205,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
2,168,0.0,1
1,98,0.0,1
2,168,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
1,98,0.0,1
2,140,0.0,1
3,210,0.0,1
2,140,0.0,1
2,112,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,107,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
1,42,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
